"X","gross","genres","movie_title","movie_imdb_link","budget","title_year","imdb_score","Action","Adventure","Animation","Biography","Comedy","Crime","Documentary","Drama","Family","Fantasy","History","Horror","Music","Musical","Mystery","Romance","Sci.Fi","Sport","Thriller","War","Western","rt_score","t_gross","t_budget","t_imdb_score","t_rt_score"
409,63224849,"Comedy|Romance","The Holiday ","http://www.imdb.com/title/tt0457939/?ref_=fn_tt_tt_1",8.5e+07,2006,6.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,47,352.682614619734,380.073835761675,6.9,-0.0745232278451489
411,112703470,"Comedy|Drama|Romance","It's Complicated ","http://www.imdb.com/title/tt1230414/?ref_=fn_tt_tt_1",8.5e+07,2009,6.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,57,408.139569613487,380.073835761675,6.6,0.174609938698073
412,117144465,"Crime|Thriller","Ocean's Thirteen ","http://www.imdb.com/title/tt0496806/?ref_=fn_tt_tt_1",8.5e+07,2007,6.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70,412.140931190928,380.073835761675,6.9,0.518713715121462
413,84303558,"Adventure|Animation|Comedy|Family","Open Season ","http://www.imdb.com/title/tt0400717/?ref_=fn_tt_tt_1",8.5e+07,2006,6.2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48,379.284685882216,380.073835761675,6.2,-0.0496566029406726
414,150832203,"Adventure|Mystery|Sci-Fi","Divergent ","http://www.imdb.com/title/tt1840309/?ref_=fn_tt_tt_1",8.5e+07,2014,6.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,41,439.285483931545,380.073835761675,6.7,-0.225253363068436
419,62494975,"Action|Crime|Thriller","The Fast and the Furious: Tokyo Drift ","http://www.imdb.com/title/tt0463985/?ref_=fn_tt_tt_1",8.5e+07,2006,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37,351.648733109013,380.073835761675,6,-0.328446277586519
424,64933670,"Adventure|Comedy|Drama|Family|Fantasy","Mirror Mirror ","http://www.imdb.com/title/tt1667353/?ref_=fn_tt_tt_1",8.5e+07,2012,5.6,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,49,355.06864160145,380.073835761675,5.6,-0.0248206500144439
425,31494270,"Action|Comedy|Fantasy|Romance","Scott Pilgrim vs. the World ","http://www.imdb.com/title/tt0446029/?ref_=fn_tt_tt_1",6e+07,2010,7.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,81,295.652481063583,348.044694717357,7.5,0.866641233146676
430,137340146,"Comedy|Drama|Fantasy|Romance","Click ","http://www.imdb.com/title/tt0389860/?ref_=fn_tt_tt_1",7e+07,2006,6.4,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,32,429.021407689907,361.876487691478,6.4,-0.462721010177276
432,43575716,"Action|Comedy|Family|Fantasy","Cats & Dogs: The Revenge of Kitty Galore ","http://www.imdb.com/title/tt1287468/?ref_=fn_tt_tt_1",8.5e+07,2010,4.3,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,320.990842915683,380.073835761675,4.3,-1.06444156490296
433,80170146,"Action|Adventure|Sci-Fi|Thriller","Jumper ","http://www.imdb.com/title/tt0489099/?ref_=fn_tt_tt_1",8.5e+07,2008,6.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,16,374.497626066527,380.073835761675,6.1,-0.980716280162662
434,75754670,"Action|Adventure|Fantasy|Horror|Sci-Fi","Hellboy II: The Golden Army ","http://www.imdb.com/title/tt0411477/?ref_=fn_tt_tt_1",8.5e+07,2008,7,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,85,369.17483030065,380.073835761675,7,1.02168356313749
435,33048353,"Crime|Drama|History|Mystery|Thriller","Zodiac ","http://www.imdb.com/title/tt0443706/?ref_=fn_tt_tt_1",6.5e+07,2007,7.7,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,89,299.282566448256,355.160304004739,7.7,1.20624568818228
438,102981571,"Action|Adventure|Thriller","The Expendables ","http://www.imdb.com/title/tt1320253/?ref_=fn_tt_tt_1",8e+07,2010,6.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41,398.948802560582,374.29664360127,6.5,-0.225253363068436
440,407999255,"Adventure|Drama|Sci-Fi|Thriller","The Hunger Games ","http://www.imdb.com/title/tt1392170/?ref_=fn_tt_tt_1",7.8e+07,2012,7.3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,84,564.492623490828,371.909794846111,7.3,0.980716280162662
441,254455986,"Comedy","The Hangover Part II ","http://www.imdb.com/title/tt1411697/?ref_=fn_tt_tt_1",8e+07,2011,6.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,501.199787632551,374.29664360127,6.5,-0.435270167048313
443,155019340,"Adventure|Animation|Comedy|Family","Over the Hedge ","http://www.imdb.com/title/tt0327084/?ref_=fn_tt_tt_1",8e+07,2006,6.8,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75,442.33039397922,374.29664360127,6.8,0.666720792326638
447,53215979,"Action|Comedy|Crime|Thriller","RED 2 ","http://www.imdb.com/title/tt1821694/?ref_=fn_tt_tt_1",8.4e+07,2013,6.7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43,337.641409825152,378.939188695264,6.7,-0.174609938698074
449,133103929,"Adventure|Animation|Comedy|Family|Fantasy|Music","Alvin and the Chipmunks: Chipwrecked ","http://www.imdb.com/title/tt1615918/?ref_=fn_tt_tt_1",7.5e+07,2011,4.4,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,12,425.642970073817,368.24194364084,4.4,-1.15638246077668
450,133668525,"Comedy","Grown Ups 2 ","http://www.imdb.com/title/tt2191701/?ref_=fn_tt_tt_1",8e+07,2013,5.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,426.097858598724,374.29664360127,5.4,-1.44479722250881
451,130313314,"Action|Adventure|Comedy","Get Smart ","http://www.imdb.com/title/tt0425061/?ref_=fn_tt_tt_1",8e+07,2008,6.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,423.373105568605,374.29664360127,6.5,0.0248206500144439
453,127968405,"Mystery|Thriller","Shutter Island ","http://www.imdb.com/title/tt1130884/?ref_=fn_tt_tt_1",8e+07,2010,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,68,421.437414393929,374.29664360127,8.1,0.462721010177276
457,109993847,"Comedy|Family|Fantasy|Romance","Bedtime Stories ","http://www.imdb.com/title/tt0960731/?ref_=fn_tt_tt_1",8e+07,2008,6.1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,25,405.63974699404,374.29664360127,6.1,-0.666720792326638
459,103028109,"Comedy|Romance","Just Go with It ","http://www.imdb.com/title/tt1564367/?ref_=fn_tt_tt_1",8e+07,2011,6.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,398.994318603288,374.29664360127,6.4,-0.903356660859843
462,101111837,"Action|Mystery|Thriller","Eagle Eye ","http://www.imdb.com/title/tt1059786/?ref_=fn_tt_tt_1",8e+07,2008,6.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,26,397.107231157109,374.29664360127,6.6,-0.636036740695826
464,94822707,"Action|Adventure|Drama|Thriller","The Book of Eli ","http://www.imdb.com/title/tt1037705/?ref_=fn_tt_tt_1",8e+07,2010,6.9,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,48,390.719042530384,374.29664360127,6.9,-0.0496566029406726
468,82226474,"Adventure|Comedy|Crime|Family|Mystery","The Pink Panther ","http://www.imdb.com/title/tt0383216/?ref_=fn_tt_tt_1",6.5e+07,2006,5.6,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,22,376.90169756476,355.160304004739,5.6,-0.762863921878057
469,79363785,"Drama|Sci-Fi|Thriller","The Day the Earth Stood Still ","http://www.imdb.com/title/tt0970416/?ref_=fn_tt_tt_1",8e+07,2008,5.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,21,373.542271379328,374.29664360127,5.5,-0.796498108893595
471,85707116,"Action|Drama|War","Fury ","http://www.imdb.com/title/tt2713180/?ref_=fn_tt_tt_1",6.8e+07,2014,7.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,77,380.870134581557,359.234607409268,7.6,0.730071412256723
473,100169068,"Adventure|Animation|Comedy|Family","Yogi Bear ","http://www.imdb.com/title/tt1302067/?ref_=fn_tt_tt_1",8e+07,2010,4.6,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,396.168960915634,374.29664360127,4.6,-1.10923983389768
475,80360866,"Comedy|Family|Romance","Zookeeper ","http://www.imdb.com/title/tt1222817/?ref_=fn_tt_tt_1",8e+07,2011,5.2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14,374.722531351687,374.29664360127,5.2,-1.06444156490296
479,169692572,"Animation|Comedy|Family|Fantasy","Hotel Transylvania 2 ","http://www.imdb.com/title/tt2510894/?ref_=fn_tt_tt_1",8e+07,2015,6.7,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,55,452.536704329399,374.29664360127,6.7,0.124410703516544
492,38542418,"Action|Sci-Fi|Thriller","Surrogates ","http://www.imdb.com/title/tt0986263/?ref_=fn_tt_tt_1",8e+07,2009,6.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,39,311.169897594672,374.29664360127,6.3,-0.276481563965647
495,36073232,"Adventure|Animation|Family","Walking with Dinosaurs 3D ","http://www.imdb.com/title/tt1762399/?ref_=fn_tt_tt_1",8e+07,2013,5.2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,305.996117815027,374.29664360127,5.2,-0.698045859480917
498,19673424,"Drama|Musical|Romance","Nine ","http://www.imdb.com/title/tt0875034/?ref_=fn_tt_tt_1",8e+07,2009,5.8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,38,262.397398431703,374.29664360127,5.8,-0.30236184494975
502,27356090,"Action|Adventure|Fantasy","The Last Witch Hunter ","http://www.imdb.com/title/tt1618442/?ref_=fn_tt_tt_1",9e+07,2015,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,285.283389427823,385.601498570119,6,-0.980716280162662
511,103812241,"Action|Adventure|Comedy|Family|Fantasy|Sci-Fi","Journey 2: The Mysterious Island ","http://www.imdb.com/title/tt1397514/?ref_=fn_tt_tt_1",7.9e+07,2012,5.8,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,43,399.758922648994,373.108884378304,5.8,-0.174609938698074
512,119793567,"Animation|Comedy|Family|Fantasy|Sci-Fi","Cloudy with a Chance of Meatballs 2 ","http://www.imdb.com/title/tt1985966/?ref_=fn_tt_tt_1",7.8e+07,2013,6.5,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,70,414.473889462871,371.909794846111,6.5,0.518713715121462
515,74158157,"Comedy","Jack and Jill ","http://www.imdb.com/title/tt0810913/?ref_=fn_tt_tt_1",7.9e+07,2011,3.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,367.192953583999,373.108884378304,3.4,-0.666720792326638
518,15071514,"Sci-Fi|Thriller","The Invasion ","http://www.imdb.com/title/tt0427392/?ref_=fn_tt_tt_1",8e+07,2007,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,19,245.229365394792,374.29664360127,5.9,-0.866641233146676
522,368049635,"Animation|Comedy|Family|Sci-Fi","Despicable Me 2 ","http://www.imdb.com/title/tt1690953/?ref_=fn_tt_tt_1",7.6e+07,2013,7.5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,73,550.034219177822,369.476593902886,7.5,0.605940212380161
526,35286428,"Drama|Sci-Fi|Thriller","Children of Men ","http://www.imdb.com/title/tt0206634/?ref_=fn_tt_tt_1",7.6e+07,2006,7.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,92,304.291759017158,369.476593902886,7.9,1.37763233712214
528,134568845,"Action|Crime|Fantasy|Thriller","Wanted ","http://www.imdb.com/title/tt0493464/?ref_=fn_tt_tt_1",7.5e+07,2008,6.7,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,72,426.820264031024,368.24194364084,6.7,0.576382847342255
530,195329763,"Action|Adventure|Animation|Comedy|Family|Fantasy","Ice Age: The Meltdown ","http://www.imdb.com/title/tt0438097/?ref_=fn_tt_tt_1",8e+07,2006,6.9,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,57,468.881253011212,374.29664360127,6.9,0.174609938698073
532,118823091,"Comedy|Drama|Family|Music|Musical|Romance","Hairspray ","http://www.imdb.com/title/tt0427327/?ref_=fn_tt_tt_1",7.5e+07,2007,6.7,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,91,413.623763462694,368.24194364084,6.7,1.31616457200507
535,117698894,"Crime|Mystery|Thriller","Now You See Me ","http://www.imdb.com/title/tt1670345/?ref_=fn_tt_tt_1",7.5e+07,2013,7.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,49,412.632444466042,368.24194364084,7.3,-0.0248206500144439
536,162001186,"Comedy","Grown Ups ","http://www.imdb.com/title/tt1375670/?ref_=fn_tt_tt_1",8e+07,2010,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,447.273197107964,374.29664360127,6,-1.25930332677631
539,73023275,"Comedy|Family","Hotel for Dogs ","http://www.imdb.com/title/tt0785006/?ref_=fn_tt_tt_1",3.5e+07,2009,5.4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,365.764588961496,303.664226925383,5.4,-0.124410703516544
541,66636385,"Biography|Comedy|Drama|History","Charlie Wilson's War ","http://www.imdb.com/title/tt0472062/?ref_=fn_tt_tt_1",7.5e+07,2007,7.1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,82,357.399750588895,368.24194364084,7.1,0.903356660859843
543,103338338,"Drama|Music|Musical","Dreamgirls ","http://www.imdb.com/title/tt0443489/?ref_=fn_tt_tt_1",7e+07,2006,6.5,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,78,399.297341739779,361.876487691478,6.5,0.762863921878057
548,47000485,"Action|Comedy|Romance|Thriller","Killers ","http://www.imdb.com/title/tt1103153/?ref_=fn_tt_tt_1",7.5e+07,2010,5.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11,327.196376129214,368.24194364084,5.4,-1.20624568818228
549,45434443,"Action|Adventure|Comedy","The Man from U.N.C.L.E. ","http://www.imdb.com/title/tt1638355/?ref_=fn_tt_tt_1",7.5e+07,2015,7.3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,324.40237811158,368.24194364084,7.3,0.435270167048313
551,73661010,"Animation|Comedy|Family|Fantasy|Mystery","Monster House ","http://www.imdb.com/title/tt0385880/?ref_=fn_tt_tt_1",7.5e+07,2006,6.6,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,74,366.569275718006,368.24194364084,6.6,0.636036740695826
555,83503161,"Action|Drama|Fantasy|Romance","Immortals ","http://www.imdb.com/title/tt1253864/?ref_=fn_tt_tt_1",7.5e+07,2011,6.1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,35,378.371680998188,368.24194364084,6.1,-0.381313958869171
564,336029560,"Action|Animation|Comedy|Family|Sci-Fi","Minions ","http://www.imdb.com/title/tt2293640/?ref_=fn_tt_tt_1",7.4e+07,2015,6.4,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,56,537.569704871968,366.994884429263,6.4,0.14946323357073
565,36381716,"Action|Fantasy","Sucker Punch ","http://www.imdb.com/title/tt0978764/?ref_=fn_tt_tt_1",8.2e+07,2011,6.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,306.656744063882,376.639149602611,6.1,-0.730071412256723
569,70224196,"Action|Adventure|Comedy|Romance|Thriller","Fool's Gold ","http://www.imdb.com/title/tt0770752/?ref_=fn_tt_tt_1",7e+07,2008,5.6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11,362.169093794732,361.876487691478,5.6,-1.20624568818228
570,51814190,"Comedy|Drama","Funny People ","http://www.imdb.com/title/tt1201167/?ref_=fn_tt_tt_1",7.5e+07,2009,6.4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68,335.369000723142,368.24194364084,6.4,0.462721010177276
571,47456450,"Action|Drama|Thriller","The Kingdom ","http://www.imdb.com/title/tt0431197/?ref_=fn_tt_tt_1",7e+07,2007,7.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,51,327.996727754109,361.876487691478,7.1,0.0248206500144439
572,148213377,"Action|Comedy|Sport","Talladega Nights: The Ballad of Ricky Bobby ","http://www.imdb.com/title/tt0415306/?ref_=fn_tt_tt_1",7.3e+07,2006,6.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,72,437.348690133101,365.735121303184,6.6,0.576382847342255
576,183132370,"Adventure|Animation|Comedy","The Simpsons Movie ","http://www.imdb.com/title/tt0462538/?ref_=fn_tt_tt_1",7.5e+07,2007,7.4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,461.319518783156,368.24194364084,7.4,1.15638246077668
584,244052771,"Adventure|Animation|Comedy|Family|Sport","Cars ","http://www.imdb.com/title/tt0317219/?ref_=fn_tt_tt_1",1.2e+08,2006,7.2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,74,495.955012680787,414.654055756842,7.2,0.636036740695826
587,162495848,"Adventure|Animation|Comedy|Family|Fantasy","The SpongeBob Movie: Sponge Out of Water ","http://www.imdb.com/title/tt2279373/?ref_=fn_tt_tt_1",7.4e+07,2015,6,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,80,447.6172880323,366.994884429263,6,0.831058479296574
589,120523073,"Adventure|Drama|War","Inglourious Basterds ","http://www.imdb.com/title/tt0361748/?ref_=fn_tt_tt_1",7.5e+07,2009,8.3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,89,415.109534057123,368.24194364084,8.3,1.20624568818228
591,72660029,"Action|Adventure","Hercules ","http://www.imdb.com/title/tt1267297/?ref_=fn_tt_tt_1",1e+08,2014,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,365.303890681112,396,6,0.250785182748235
596,42272747,"Drama|Fantasy|Mystery|Thriller","Lady in the Water ","http://www.imdb.com/title/tt0452637/?ref_=fn_tt_tt_1",7e+07,2006,5.6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,24,318.533707603515,361.876487691478,5.6,-0.698045859480917
598,219613391,"Animation|Comedy|Family|Fantasy|Music","Alvin and the Chipmunks: The Squeakquel ","http://www.imdb.com/title/tt1231580/?ref_=fn_tt_tt_1",7.5e+07,2009,4.5,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,21,482.939152779286,368.24194364084,4.5,-0.796498108893595
600,98895417,"Action|Thriller","Olympus Has Fallen ","http://www.imdb.com/title/tt2302755/?ref_=fn_tt_tt_1",7e+07,2013,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,48,394.890811904673,361.876487691478,6.5,-0.0496566029406726
602,83552429,"Action|Sci-Fi","Battle Los Angeles ","http://www.imdb.com/title/tt1217613/?ref_=fn_tt_tt_1",7e+07,2011,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35,378.428069645731,361.876487691478,5.8,-0.381313958869171
605,79883359,"Drama|War","War Horse ","http://www.imdb.com/title/tt1568911/?ref_=fn_tt_tt_1",6.6e+07,2011,7.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,76,374.158677836142,356.5337910296,7.2,0.698045859480917
606,78031620,"Drama|War","The Monuments Men ","http://www.imdb.com/title/tt2177771/?ref_=fn_tt_tt_1",7e+07,2014,6.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,30,371.947886067903,361.876487691478,6.1,-0.518713715121463
608,52474616,"Drama","Wall Street: Money Never Sleeps ","http://www.imdb.com/title/tt1027718/?ref_=fn_tt_tt_1",7e+07,2010,6.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55,336.445273109048,361.876487691478,6.3,0.124410703516544
609,55942830,"Action|Drama|Fantasy|Horror|War","Dracula Untold ","http://www.imdb.com/title/tt0829150/?ref_=fn_tt_tt_1",7e+07,2014,6.3,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,23,341.936270820861,361.876487691478,6.3,-0.730071412256723
613,48430355,"Comedy|Drama","The Dilemma ","http://www.imdb.com/title/tt1578275/?ref_=fn_tt_tt_1",7e+07,2011,5.3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,329.687089894789,361.876487691478,5.3,-0.698045859480917
617,62321039,"Action|Fantasy|Horror","Underworld: Awakening ","http://www.imdb.com/title/tt1496025/?ref_=fn_tt_tt_1",7e+07,2012,6.4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,26,351.401014046546,361.876487691478,6.4,-0.636036740695826
618,38509342,"Comedy|Drama|Musical|Romance","Rock of Ages ","http://www.imdb.com/title/tt1336608/?ref_=fn_tt_tt_1",7.5e+07,2012,5.9,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,41,311.102258377114,368.24194364084,5.9,-0.225253363068436
625,8460990,"Adventure|Animation|Family|Fantasy|Musical","Legends of Oz: Dorothy's Return ","http://www.imdb.com/title/tt0884726/?ref_=fn_tt_tt_1",7e+07,2013,5.6,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,16,211.732356181521,361.876487691478,5.6,-0.980716280162662
626,7097125,"Action|Crime|Drama|Mystery|Thriller","Blackhat ","http://www.imdb.com/title/tt2717822/?ref_=fn_tt_tt_1",7e+07,2015,5.4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,34,202.45747184866,361.876487691478,5.4,-0.408143511816288
629,25121291,"Action|Crime|Mystery|Sci-Fi|Thriller","Escape Plan ","http://www.imdb.com/title/tt1211956/?ref_=fn_tt_tt_1",5e+07,2013,6.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,49,279.185152833207,332.358566101486,6.7,-0.0248206500144439
630,18821279,"Action|Adventure|Fantasy","The Legend of Hercules ","http://www.imdb.com/title/tt1043726/?ref_=fn_tt_tt_1",7e+07,2014,4.2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,259.464602600951,361.876487691478,4.2,-1.81641372945145
632,300523113,"Adventure|Drama|Fantasy|Romance","The Twilight Saga: Eclipse ","http://www.imdb.com/title/tt1325004/?ref_=fn_tt_tt_1",6.8e+07,2010,4.9,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,49,522.658940416835,359.234607409268,4.9,-0.0248206500144439
634,251501645,"Animation|Comedy|Family","Despicable Me ","http://www.imdb.com/title/tt1323594/?ref_=fn_tt_tt_1",6.9e+07,2010,7.7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,81,499.726963998185,360.56272684778,7.7,0.866641233146676
636,81257500,"Comedy","Ted 2 ","http://www.imdb.com/title/tt2637276/?ref_=fn_tt_tt_1",6.8e+07,2015,6.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,375.774547945636,359.234607409268,6.4,-0.0994360268467557
639,45045037,"Comedy|Romance","Hall Pass ","http://www.imdb.com/title/tt0480687/?ref_=fn_tt_tt_1",3.6e+07,2011,5.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34,323.696443747511,305.838667696593,5.9,-0.408143511816288
642,39380442,"Action|Drama|Thriller","Body of Lies ","http://www.imdb.com/title/tt0758774/?ref_=fn_tt_tt_1",7e+07,2008,7.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,54,312.869280630689,361.876487691478,7.1,0.0994360268467558
644,37516013,"Action|Fantasy|Horror","Abraham Lincoln: Vampire Hunter ","http://www.imdb.com/title/tt1611224/?ref_=fn_tt_tt_1",6.9e+07,2012,5.9,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,35,309.050326264324,360.56272684778,5.9,-0.381313958869171
650,43568507,"Action|Crime|Drama|Thriller","Need for Speed ","http://www.imdb.com/title/tt2369135/?ref_=fn_tt_tt_1",6.6e+07,2014,6.5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,23,320.977400770818,356.5337910296,6.5,-0.730071412256723
654,182204440,"Biography|Drama|History|War","Lincoln ","http://www.imdb.com/title/tt0443272/?ref_=fn_tt_tt_1",6.5e+07,2012,7.4,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,90,460.728953040324,355.160304004739,7.4,1.25930332677631
659,148775460,"Drama|Musical|Romance","Les Misérables ","http://www.imdb.com/title/tt1707386/?ref_=fn_tt_tt_1",6.1e+07,2012,7.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,69,437.766538003602,349.502467904407,7.6,0.490525095280763
661,100468793,"Comedy","Step Brothers ","http://www.imdb.com/title/tt0838283/?ref_=fn_tt_tt_1",6.5e+07,2008,6.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,396.467971120649,355.160304004739,6.9,0.124410703516544
663,100448498,"Comedy|Drama","Due Date ","http://www.imdb.com/title/tt1231583/?ref_=fn_tt_tt_1",6.5e+07,2010,6.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,396.447745653191,355.160304004739,6.6,-0.250785182748235
664,115603980,"Biography|Drama|Sport|War","Unbroken ","http://www.imdb.com/title/tt1809398/?ref_=fn_tt_tt_1",6.5e+07,2014,7.2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,51,410.766037746211,355.160304004739,7.2,0.0248206500144439
